time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
1.029600000000000000e+05,1.201999999999999943e-02,1.745944782924487571e-01,8.567564464244173950e-01,1.558152988703166361e-04
1.030200000000000000e+05,1.201999999999999943e-02,1.745091599045640873e-01,8.568089512998611212e-01,1.558155251888012867e-04
1.030800000000000000e+05,1.201999999999999943e-02,1.744239737392771494e-01,8.568613832613289905e-01,1.558157509771653123e-04
1.031400000000000000e+05,1.201999999999999943e-02,1.743389194909947815e-01,8.569137424595895114e-01,1.558159762371502666e-04
1.032000000000000000e+05,1.201999999999999943e-02,1.742539968550372853e-01,8.569660290450133999e-01,1.558162009701493766e-04
1.032600000000000000e+05,1.201999999999999943e-02,1.741692055276351514e-01,8.570182431675741341e-01,1.558164251779041421e-04
1.033200000000000000e+05,1.201999999999999943e-02,1.740845452059255893e-01,8.570703849768495086e-01,1.558166488621560899e-04
1.033800000000000000e+05,1.201999999999999943e-02,1.740000155879493637e-01,8.571224546220220786e-01,1.558168720242984469e-04
1.034400000000000000e+05,1.201999999999999943e-02,1.739156163726477966e-01,8.571744522518808251e-01,1.558170946657244399e-04
1.035000000000000000e+05,1.201999999999999943e-02,1.738313472598596587e-01,8.572263780148227097e-01,1.558173167883497459e-04
1.035600000000000000e+05,1.201999999999999943e-02,1.737472079503173672e-01,8.572782320588531180e-01,1.558175383933934146e-04
1.036200000000000000e+05,1.201999999999999943e-02,1.736631981456447371e-01,8.573300145315878584e-01,1.558177594825970000e-04
1.036800000000000000e+05,1.201999999999999943e-02,1.735793175483529849e-01,8.573817255802537174e-01,1.558179800577020289e-04
1.037400000000000000e+05,1.201999999999999943e-02,1.734955658618379526e-01,8.574333653516894582e-01,1.558182001199275512e-04
1.038000000000000000e+05,1.201999999999999943e-02,1.734119427903772492e-01,8.574849339923479308e-01,1.558184196710150936e-04
1.038600000000000000e+05,1.201999999999999943e-02,1.733284480391265037e-01,8.575364316482962934e-01,1.558186387125320602e-04
1.039200000000000000e+05,1.201999999999999943e-02,1.732450813141167556e-01,8.575878584652181225e-01,1.558188572458716237e-04
1.039800000000000000e+05,1.201999999999999943e-02,1.731618423222511249e-01,8.576392145884130791e-01,1.558190752724270380e-04
1.040400000000000000e+05,1.201999999999999943e-02,1.730787307713017587e-01,8.576905001628002401e-01,1.558192927939398300e-04
1.041000000000000000e+05,1.201999999999999943e-02,1.729957463699068887e-01,8.577417153329170985e-01,1.558195098121514994e-04
1.041600000000000000e+05,1.201999999999999943e-02,1.729128888275675013e-01,8.577928602429216731e-01,1.558197263279328503e-04
